Text,Language,clean_text,source
"όχι, συγγνώμη, έχω ήδη τρελαθεί κάποια σχέδια.",Greek,όχι συγγνώμη έχω ήδη τρελαθεί κάποια σχέδια,original
είμαι απασχολημένος αύριο.,Greek,είμαι απασχολημένος αύριο,original
"θα ήθελα να κάνω κάτι, αλλά δεν μπορώ.",Greek,ήθελα κάνω κάτι αλλά δεν μπορώ,original
άδεια.,Greek,άδεια,original
"σε πειράζει αν χρησιμοποιώ το κινητό σου; θα ήταν εντάξει αν έπαιρνα αύριο; ναι, παρακαλώ σιγουρευτείτε, προχωρήστε.",Greek,πειράζει χρησιμοποιώ κινητό σου ήταν εντάξει έπαιρνα αύριο ναι παρακαλώ σιγουρευτείτε προχωρήστε,original
"όχι, καθόλου.",Greek,όχι καθόλου,original
"δυστυχώς, πρέπει να πω όχι.",Greek,δυστυχώς πρέπει όχι,original
θα προτιμούσα όχι.,Greek,προτιμούσα όχι,original
φοβάμαι.,Greek,φοβάμαι,original
κάνοντας αιτήματα.,Greek,κάνοντας αιτήματα,original
"θα μπορούσες να μου περάσεις το αλάτι, σας παρακαλούμε?",Greek,μπορούσες μου περάσεις αλάτι σας παρακαλούμε,original
θα σας πείραζε να μου δανείσετε κάποια χρήματα; αναρωτιόμουν αν μπορούσες να με βοηθήσεις με αυτό.,Greek,σας πείραζε μου δανείσετε κάποια χρήματα αναρωτιόμουν μπορούσες βοηθήσεις αυτό,original
"σίγουρα, κανένα πρόβλημα.",Greek,σίγουρα κανένα πρόβλημα,original
ναι φυσικά.,Greek,ναι φυσικά,original
θα χαρούμε να βοηθήσω.,Greek,χαρούμε βοηθήσω,original
"συγνώμη, δεν μπορώ τώρα.",Greek,συγνώμη δεν μπορώ τώρα,original
φοβάμαι ότι δεν μπορώ.,Greek,φοβάμαι ότι δεν μπορώ,original
κάνω προσφορές.,Greek,κάνω προσφορές,original
μπορώ να σου φέρω ένα ποτήρι νερό; τι λες για παγωτό; θα θέλατε να κάνω μια βόλτα στο σπίτι; ναι παρακαλώ.,Greek,μπορώ σου φέρω ένα ποτήρι νερό λες για παγωτό θέλατε κάνω μια βόλτα στο σπίτι ναι παρακαλώ,original
"αυτό θα ήταν υπέροχο, ευχαριστώ.",Greek,αυτό ήταν υπέροχο ευχαριστώ,original
"είμαι εντάξει, αλλά ευχαριστώ για την προσφορά.",Greek,είμαι εντάξει αλλά ευχαριστώ για την προσφορά,original
"όχι, είμαι καλός, ευχαριστώ.",Greek,όχι είμαι καλός ευχαριστώ,original
ευχαριστώ τους ανθρώπους.,Greek,ευχαριστώ τους ανθρώπους,original
χίλια ευχαριστώ.,Greek,χίλια ευχαριστώ,original
ευχαριστώ πραγματικά το εκτιμώ.,Greek,ευχαριστώ πραγματικά εκτιμώ,original
αυτό είναι πολύ ευγενικό εκ μέρους σας.,Greek,αυτό είναι πολύ ευγενικό μέρους σας,original
δεν μπορώ να σας ευχαριστήσω αρκετά.,Greek,δεν μπορώ σας ευχαριστήσω αρκετά,original
δεν είναι τίποτα.,Greek,δεν είναι τίποτα,original
μην το αναφέρετε.,Greek,μην αναφέρετε,original
οποτεδήποτε.,Greek,οποτεδήποτε,original
ευχαρίστησή μου.,Greek,ευχαρίστησή μου,original
ζητώντας από κάποιον να περιμένει.,Greek,ζητώντας από κάποιον περιμένει,original
"μπορείτε να κρατήσετε τη στιγμή, παρακαλώ; μείνε ένα δευτερόλεπτο.",Greek,μπορείτε κρατήσετε στιγμή παρακαλώ μείνε ένα δευτερόλεπτο,original
αντέξτε μαζί μου μια στιγμή.,Greek,αντέξτε μαζί μου μια στιγμή,original
θα είμαι σωστός μαζί σου.,Greek,είμαι σωστός μαζί σου,original
συγνώμη λυπάμαι πολύ γι 'αυτό.,Greek,συγνώμη λυπάμαι πολύ αυτό,original
σε παρακαλώ δέξου την συγνώμη μου.,Greek,παρακαλώ δέξου την συγνώμη μου,original
μην ανησυχείς γι 'αυτό.,Greek,μην ανησυχείς αυτό,original
μην ανησυχείς.,Greek,μην ανησυχείς,original
"εντάξει, αν θέλετε περισσότερα μαθήματα σχετικά με κοινές προτάσεις και φράσεις, ενημερώστε με στην παρακάτω ενότητα σχολίων.",Greek,εντάξει θέλετε περισσότερα μαθήματα σχετικά κοινές προτάσεις και φράσεις ενημερώστε στην παρακάτω ενότητα σχολίων,original
"επίσης, αν σας άρεσε αυτό το βίντεο, δώστε τους αντίχειρες πατώντας το κουμπί like και θυμηθείτε να εγγραφείτε σε αυτό το κανάλι κάνοντας κλικ στο κουμπί εγγραφής για να λάβετε τα τελευταία μου μαθήματα εδώ στο youtube.",Greek,επίσης σας άρεσε αυτό βίντεο δώστε τους αντίχειρες πατώντας κουμπί like και θυμηθείτε εγγραφείτε αυτό κανάλι κάνοντας κλικ στο κουμπί εγγραφής για λάβετε τελευταία μου μαθήματα εδώ στο youtube,original
χαρούμενη μάθηση και θα σας δω σύντομα σε άλλο μάθημα.,Greek,χαρούμενη μάθηση και σας σύντομα άλλο μάθημα,original
το χρυσό ψωμί κάποτε σε ένα μικρό χωριό ζούσε μια γυναίκα που ονομάζεται μαριόν.,Greek,χρυσό ψωμί κάποτε ένα μικρό χωριό ζούσε μια γυναίκα που ονομάζεται μαριόν,original
"με τη μοναδική κόρη της, η νάρκισσα, η μαρίνα ήταν εξαιρετικά ταπεινή και γλυκιά ναρκίσσα, ωστόσο ήταν εντελώς το αντίθετο που βλέπεις ότι ήταν όμορφη πέρα ​​από τα λόγια που ήταν σαν ένα ζωντανό.",Greek,μοναδική κόρη της νάρκισσα μαρίνα ήταν εξαιρετικά ταπεινή και γλυκιά ναρκίσσα ωστόσο ήταν εντελώς αντίθετο που βλέπεις ότι ήταν όμορφη πέρα από λόγια που ήταν σαν ένα ζωντανό,original
κούκλα και το πιο διασκεδαστικό είναι ότι αγαπούσε τον εαυτό της χωρίς ναρκίσσα θα θέλατε.,Greek,κούκλα και πιο διασκεδαστικό είναι ότι αγαπούσε τον εαυτό της χωρίς ναρκίσσα θέλατε,original
"βοήθησέ με να ψήσω το ψωμί, έτσι κι αλλιώς μαμά το αλεύρι υπηρέτησε όλα τα φωτεινά και φωτεινά μάτια μου narcisa θα με βοηθούσες να φυτέψω αυτούς τους σπόρους, γιατί γιατί θα έκανα αυτό που έχω όλη αυτή τη βρωμιά στα υπέροχα δάχτυλά μου χειρότερα, αν πήγε καλά στο πρόσωπό μου, αυτό ήταν το πρόβλημα με τη ναρκίσσα.",Greek,βοήθησέ ψήσω ψωμί έτσι αλλιώς μαμά αλεύρι υπηρέτησε όλα φωτεινά και φωτεινά μάτια μου narcisa βοηθούσες φυτέψω αυτούς τους σπόρους γιατί γιατί έκανα αυτό που έχω όλη αυτή βρωμιά στα υπέροχα δάχτυλά μου χειρότερα πήγε καλά στο πρόσωπό μου αυτό ήταν πρόβλημα ναρκίσσα,original
"πίστευε ότι ήταν πολύ μεγάλη για να κάνει οποιαδήποτε δουλειά, πολλοί μνηστήρες ήρθαν να ζητήσουν να πάρουν ναρκίσσους.",Greek,πίστευε ότι ήταν πολύ μεγάλη για κάνει οποιαδήποτε δουλειά πολλοί μνηστήρες ήρθαν ζητήσουν πάρουν ναρκίσσους,original
"δεδομένου ότι η ομορφιά της ήταν γνωστή πολύ μακριά, αλλά τους απέρριψε όλα πολύ αγενή γιατί έστειλε εκείνους τους άντρες χθες φαινόταν ωραία δεν μπορείς να είσαι σοβαρή μαμά, ένας από αυτούς.",Greek,δεδομένου ότι ομορφιά της ήταν γνωστή πολύ μακριά αλλά τους απέρριψε όλα πολύ αγενή γιατί έστειλε εκείνους τους άντρες χθες φαινόταν ωραία δεν μπορείς είσαι σοβαρή μαμά ένας από αυτούς,original
είχα τόσο μικρά μάτια σχεδόν σαν πουλί και το άλλο είχε μια τεράστια μύτη που δεν θα ήθελα να είμαι κοντά του.,Greek,είχα τόσο μικρά μάτια σχεδόν σαν πουλί και άλλο είχε μια τεράστια μύτη που δεν ήθελα είμαι κοντά του,original
"όταν φταρνίστηκε ω και η τελευταία στάση όχι δεν θέλω να ακούσω πια το μόνο που μπορούσα να δω ήταν ότι αυτοί οι άντρες ήταν πολύ καλοί, αγαπητέ μου, πρέπει να ξέρετε αυτή την ομορφιά.",Greek,όταν φταρνίστηκε και τελευταία στάση όχι δεν θέλω ακούσω πια μόνο που μπορούσα ήταν ότι αυτοί άντρες ήταν πολύ καλοί αγαπητέ μου πρέπει ξέρετε αυτή την ομορφιά,original
δεν είναι όλα όσα πρέπει να συνειδητοποιήσετε ότι αξίζω κάποιον σαν πρίγκιπας ή ιππότης.,Greek,δεν είναι όλα όσα πρέπει συνειδητοποιήσετε ότι αξίζω κάποιον σαν πρίγκιπας ιππότης,original
Ω αγαπητή μια νύχτα όταν κοιμόταν η μητέρα της κάθισε στο πλάι της παρακολουθώντας την.,Greek,αγαπητή μια νύχτα όταν κοιμόταν μητέρα της κάθισε στο πλάι της παρακολουθώντας την,original
αγαπητέ μου παιδί είσαι τόσο όμορφη και υπέροχη αλλά δεν νοιάζεσαι τίποτα άλλο από την ομορφιά σου.,Greek,αγαπητέ μου παιδί είσαι τόσο όμορφη και υπέροχη αλλά δεν νοιάζεσαι τίποτα άλλο από την ομορφιά σου,original
"εκείνη τη στιγμή ο νάρκισσος άρχισε να γελάει στον ύπνο της, η μητέρα της εξέπληξε πόσο ωραία πρέπει να έχει ένα πραγματικά αστείο όνειρο το επόμενο πρωί όταν ο νάρκισσος.",Greek,εκείνη στιγμή νάρκισσος άρχισε γελάει στον ύπνο της μητέρα της εξέπληξε πόσο ωραία πρέπει έχει ένα πραγματικά αστείο όνειρο επόμενο πρωί όταν νάρκισσος,original
Ξύπνησα ότι ήταν όλα χαμόγελα και γέλια εδώ γλυκιά μου να μου πει τι ονειρευόσασταν.,Greek,ξύπνησα ότι ήταν όλα χαμόγελα και γέλια εδώ γλυκιά μου μου πει ονειρευόσασταν,original
χθες το βράδυ μαμά ήταν ένα τόσο υπέροχο όνειρο που ξέρεις ότι υπήρχε αυτός ο πρίγκιπας που ήρθε σε μένα.,Greek,χθες βράδυ μαμά ήταν ένα τόσο υπέροχο όνειρο που ξέρεις ότι υπήρχε αυτός πρίγκιπας που ήρθε μένα,original
"και είπε ότι ήθελε να με παντρευτεί, είχε έρθει σε μια χρυσή άμαξα και ήταν ντυμένος από πάνω προς τα κάτω και χρυσός, επίσης, τι ανόητο όνειρο.",Greek,και είπε ότι ήθελε παντρευτεί είχε έρθει μια χρυσή άμαξα και ήταν ντυμένος από πάνω προς κάτω και χρυσός επίσης ανόητο όνειρο,original
και ξέρεις ότι το καλύτερο ήταν όταν ήμουν στο νυφικό μου που ήταν από χρυσό και φυσικά όλοι με κοίταζαν μόνο ναρκίσσα δεν υπάρχει τίποτα καταπληκτικό για αυτό το όνειρο.,Greek,και ξέρεις ότι καλύτερο ήταν όταν ήμουν στο νυφικό μου που ήταν από χρυσό και φυσικά όλοι κοίταζαν μόνο ναρκίσσα δεν υπάρχει τίποτα καταπληκτικό για αυτό όνειρο,original
ήταν μια πολύ εγωιστική ονειρεμένη μαμά που δεν ξέρεις τι λες ότι το όνειρο με έκανε να συνειδητοποιήσω ότι χρειάζομαι φαγητό πολύ μεγαλύτερο από τον τύπο που τρώω εδώ στο σπίτι ψωμί από χρυσό.,Greek,ήταν μια πολύ εγωιστική ονειρεμένη μαμά που δεν ξέρεις λες ότι όνειρο έκανε συνειδητοποιήσω ότι χρειάζομαι φαγητό πολύ μεγαλύτερο από τον τύπο που τρώω εδώ στο σπίτι ψωμί από χρυσό,original
απλά σκεφτείτε ότι η φτωχή μητέρα του ναρκίσσου ανησυχούσε τόσο πολύ για την κόρη της και πώς.,Greek,απλά σκεφτείτε ότι φτωχή μητέρα του ναρκίσσου ανησυχούσε τόσο πολύ για την κόρη της και πώς,original
"θα ζούσε τη ζωή της εκείνη την ημέρα δύο φίλοι ήρθαν να επισκεφτούν τη μητέρα του ναρκίσσου που ήταν mellie και ο Terry οι τρεις τους ήταν φίλοι για αιώνες, αλλά η Terry και η Έλλη είχαν ένα μυστικό και οι δύο.",Greek,ζούσε ζωή της εκείνη την ημέρα δύο φίλοι ήρθαν επισκεφτούν μητέρα του ναρκίσσου που ήταν mellie και terry τρεις τους ήταν φίλοι για αιώνες αλλά terry και έλλη είχαν ένα μυστικό και δύο,original
"ήταν μαγικά όντα κάτι που η μητέρα της ναρκίσσας δεν γνώριζε τίποτα για τον Terry Melli, είναι τόσο καλό να σε βλέπω που ήταν πολύ καιρό πώς είσαι, ήμουν πολύ καλός, θα ήμουν καλύτερα αν μόνο αν και μόνο αν η κόρη μου η ναρκίσσα ήταν λίγο πιο κατανοητή, η μαριάν είπε στην Mellie και τον Terry τα πάντα για τη ναρκίσσα και πώς ανησυχούσε γι 'αυτήν που θέλει να φάει ψωμί από χρυσό τι να κάνω μαζί της, ίσως αν το όνειρό της γίνει πραγματικότητα.",Greek,ήταν μαγικά όντα κάτι που μητέρα της ναρκίσσας δεν γνώριζε τίποτα για τον terry melli είναι τόσο καλό βλέπω που ήταν πολύ καιρό πώς είσαι ήμουν πολύ καλός ήμουν καλύτερα μόνο και μόνο κόρη μου ναρκίσσα ήταν λίγο πιο κατανοητή μαριάν είπε στην mellie και τον terry πάντα για ναρκίσσα και πώς ανησυχούσε αυτήν που θέλει φάει ψωμί από χρυσό κάνω μαζί της ίσως όνειρό της γίνει πραγματικότητα,original
"αυτό θα ήταν υπέροχο, δεν θα είχε σημασία αν υποθέτω ότι θα μεγαλώσει για να μάθει ας μιλήσουμε για κάτι άλλο.",Greek,αυτό ήταν υπέροχο δεν είχε σημασία υποθέτω ότι μεγαλώσει για μάθει μιλήσουμε για κάτι άλλο,original
"τώρα αργότερα η Μέλι και ο Τέρι έσπασαν αντίο στον παλιό τους φίλο και πήγαν να χαμογελούν ο ένας στον άλλο κρυφά εκείνο το βράδυ, τόσο μητέρα όσο και κόρη.",Greek,τώρα αργότερα μέλι και τέρι έσπασαν αντίο στον παλιό τους φίλο και πήγαν χαμογελούν ένας στον άλλο κρυφά εκείνο βράδυ τόσο μητέρα όσο και κόρη,original
"ετοιμάστηκα για το κρεβάτι της μητέρας, πραγματικά ελπίζω να γίνει πραγματικότητα το όνειρό μου, ξέρετε ω ναρκίσσα την επόμενη μέρα, καθώς η ναρκίσσα και η μητέρα της ήταν έξω στον κήπο τους μια όμορφη.",Greek,ετοιμάστηκα για κρεβάτι της μητέρας πραγματικά ελπίζω γίνει πραγματικότητα όνειρό μου ξέρετε ναρκίσσα την επόμενη μέρα καθώς ναρκίσσα και μητέρα της ήταν έξω στον κήπο τους μια όμορφη,original
"Χρυσή άμαξα ήρθε πάνω τους, ήταν γεμάτη με πολύτιμους λίθους και διαμάντια και φαινόταν εξαιρετικά εκπληκτική.",Greek,χρυσή άμαξα ήρθε πάνω τους ήταν γεμάτη πολύτιμους λίθους και διαμάντια και φαινόταν εξαιρετικά εκπληκτική,original
"καθώς σταμάτησε ένας όμορφος άντρας βγήκε από αυτό και κοίταξε τη νάρκισσα, ήταν εντελώς ξαφνιασμένος με το πόσο όμορφος ήταν το όνειρό μου, στην πραγματικότητα γίνεται πραγματικότητα.",Greek,καθώς σταμάτησε ένας όμορφος άντρας βγήκε από αυτό και κοίταξε νάρκισσα ήταν εντελώς ξαφνιασμένος πόσο όμορφος ήταν όνειρό μου στην πραγματικότητα γίνεται πραγματικότητα,original
"τι γεια σας ήρθα εδώ για να ζητήσω να νάρκισσος παραδώσει το γάμο, αλλά πώς ξέρετε το όνομά της και ποιος είστε.",Greek,γεια σας ήρθα εδώ για ζητήσω νάρκισσος παραδώσει γάμο αλλά πώς ξέρετε όνομά της και ποιος είστε,original
"Είμαι ο άγγελος της καλής τύχης, το όνομα και η ομορφιά της κόρης σας είναι γνωστό σε όλο τον κόσμο εδώ, σας έφερα ένα δώρο, αλλά σχεδόν δεν τον γνωρίζετε ότι δεν μπορείτε να πάτε μαζί του.",Greek,είμαι άγγελος της καλής τύχης όνομα και ομορφιά της κόρης σας είναι γνωστό όλο τον κόσμο εδώ σας έφερα ένα δώρο αλλά σχεδόν δεν τον γνωρίζετε ότι δεν μπορείτε πάτε μαζί του,original
"ω, ανόητος είναι πλούσιος και όμορφος, τι περισσότερο θα ήθελα να έχω έδαφος, αποδέχομαι την πρότασή σας.",Greek,ανόητος είναι πλούσιος και όμορφος περισσότερο ήθελα έχω έδαφος αποδέχομαι την πρότασή σας,original
"και με αυτό μπήκε στο καροτσάκι του και χωρίς καν να αποχαιρετήσει τη μητέρα της, έφυγε με τον άγγελο καθώς ταξίδευαν το άμαξα ξαφνικά μπήκε σε μια μαγική πύλη εκεί που ταξίδεψε μέσα από μια θυελλώδη περιοχή, η άμαξα έπεσε τρομερά και ναρκίσσα.",Greek,και αυτό μπήκε στο καροτσάκι του και χωρίς καν αποχαιρετήσει μητέρα της έφυγε τον άγγελο καθώς ταξίδευαν άμαξα ξαφνικά μπήκε μια μαγική πύλη εκεί που ταξίδεψε μέσα από μια θυελλώδη περιοχή άμαξα έπεσε τρομερά και ναρκίσσα,original
"ήταν πολύ φοβισμένος, μην ανησυχείτε, αγαπητέ μου, όλα αυτά σύντομα θα τελειώσουν ακριβώς όπως είπε ότι η μεταφορά περνούσε από μια άλλη πύλη και έφτασε στο δρόμο.",Greek,ήταν πολύ φοβισμένος μην ανησυχείτε αγαπητέ μου όλα αυτά σύντομα τελειώσουν ακριβώς όπως είπε ότι μεταφορά περνούσε από μια άλλη πύλη και έφτασε στο δρόμο,original
"από ένα τεράστιο και υπέροχο χρυσό κάστρο Νάρκισα ήταν έκπληκτος με όλη την ομορφιά που είδε, ήξερα ότι αξίζω τόσα πολλά πλούτη, ήξερα ότι θα θέλατε ό, τι θέλετε θα βρείτε εδώ από τα πιο όμορφα φορέματα έως τα πιο νόστιμα φαγητά όλα αυτά στο παλάτι μου μιλώντας καλά για φαγητό είμαι πολύ πεινασμένος μετά από αυτήν τη βόλτα Πεινασμένος μπορώ να έχω κάποιο από αυτά τα νόστιμα φαγητά, φυσικά εδώ κρέας μυρωδιά μέλισσα που θα σας πάρει ό, τι θέλετε, σας έχω ακούσει τόσα πολλά για εσάς, φτωχοί αγαπητοί, πεινάτε, δεν έρχεστε, πάμε στο τραπέζι θα σου φέρω λίγο φαγητό, ευχαριστώ που πήγαν στην τραπεζαρία και εκεί στο τραπέζι ήταν το πιο εκπληκτικό φαγητό που είχε δει η νάρκισα ποτέ καταπληκτική, διότι είναι φτιαγμένες οι μαρμελάδες.",Greek,από ένα τεράστιο και υπέροχο χρυσό κάστρο νάρκισα ήταν έκπληκτος όλη την ομορφιά που είδε ήξερα ότι αξίζω τόσα πολλά πλούτη ήξερα ότι θέλατε θέλετε βρείτε εδώ από πιο όμορφα φορέματα έως πιο νόστιμα φαγητά όλα αυτά στο παλάτι μου μιλώντας καλά για φαγητό είμαι πολύ πεινασμένος μετά από αυτήν βόλτα πεινασμένος μπορώ έχω κάποιο από αυτά νόστιμα φαγητά φυσικά εδώ κρέας μυρωδιά μέλισσα που σας πάρει θέλετε σας έχω ακούσει τόσα πολλά για εσάς φτωχοί αγαπητοί πεινάτε δεν έρχεστε πάμε στο τραπέζι σου φέρω λίγο φαγητό ευχαριστώ που πήγαν στην τραπεζαρία και εκεί στο τραπέζι ήταν πιο εκπληκτικό φαγητό που είχε δει νάρκισα ποτέ καταπληκτική διότι είναι φτιαγμένες μαρμελάδες,original
από ρουμπίνια οι σαλάτες από σμαράγδια και το ψωμί εκεί είναι φτιαγμένο από χρυσό χρυσό ψωμί πόσο υπέροχη θα φαίνεται αυτή η μαρμελάδα και θα έχει υπέροχη γεύση με το ψωμί που πήρε μια φέτα με το.,Greek,από ρουμπίνια σαλάτες από σμαράγδια και ψωμί εκεί είναι φτιαγμένο από χρυσό χρυσό ψωμί πόσο υπέροχη φαίνεται αυτή μαρμελάδα και έχει υπέροχη γεύση ψωμί που πήρε μια φέτα,original
"ρουμπίνι μαρμελάδα σε αυτό και πήρε ένα τεράστιο δάγκωμα αυτό είναι τόσο ζεστό δεν μπορώ να το φάω καλά, είναι ψωμί από χρυσό και το καλύτερο, αλλά αν δεν μπορείτε να το φάτε θα σας πάρω ασημένιο ψωμί ασημί, γιατί να μην το κάνετε τρως.",Greek,ρουμπίνι μαρμελάδα αυτό και πήρε ένα τεράστιο δάγκωμα αυτό είναι τόσο ζεστό δεν μπορώ φάω καλά είναι ψωμί από χρυσό και καλύτερο αλλά δεν μπορείτε φάτε σας πάρω ασημένιο ψωμί ασημί γιατί μην κάνετε τρως,original
"κάτι άλλο, αλλά θέλω κανονικό ψωμί ψωμί το οποίο μπορώ να φάω, δεν έχεις αυτή την εμφάνιση, έτσι η σύζυγος του κοχύλι μου είναι κρύο, πρέπει να φάτε μόνο τα καλύτερα ναρκίσια που κοίταξα όλα τα φαγητά.",Greek,κάτι άλλο αλλά θέλω κανονικό ψωμί ψωμί οποίο μπορώ φάω δεν έχεις αυτή την εμφάνιση έτσι σύζυγος του κοχύλι μου είναι κρύο πρέπει φάτε μόνο καλύτερα ναρκίσια που κοίταξα όλα φαγητά,original
"αλλά ήταν σπασμένη για ό, τι ήταν βρώσιμο, σύντομα άρχισε να κλαίει δεν το θέλω αυτό, αλλά το φαγητό είναι πολύ καλό.",Greek,αλλά ήταν σπασμένη για ήταν βρώσιμο σύντομα άρχισε κλαίει δεν θέλω αυτό αλλά φαγητό είναι πολύ καλό,original
εδώ δοκιμάστε μερικές χρυσές πατάτες που είναι πραγματικά καλές και αφού είστε παντρεμένοι με εμένα.,Greek,εδώ δοκιμάστε μερικές χρυσές πατάτες που είναι πραγματικά καλές και αφού είστε παντρεμένοι εμένα,original
"θα πρέπει να φάτε όλα αυτά, νόμιζα ότι σας άρεσαν φανταχτερά πράγματα όχι, δεν θέλω να σας παντρευτώ, θέλω να πάω σπίτι.",Greek,πρέπει φάτε όλα αυτά νόμιζα ότι σας άρεσαν φανταχτερά πράγματα όχι δεν θέλω σας παντρευτώ θέλω πάω σπίτι,original
"στη μητέρα μου άφησέ με να πάει σπίτι, η μέλισσα και ο τερενς κοίταξε ο ένας τον άλλον και το μάτι καλά.",Greek,στη μητέρα μου άφησέ πάει σπίτι μέλισσα και τερενς κοίταξε ένας τον άλλον και μάτι καλά,original
"αν αυτό είναι πραγματικά αυτό που θέλεις, τότε θα σε πάω σπίτι, το terrence πήρε το κλάμα και δυστυχισμένο.",Greek,αυτό είναι πραγματικά αυτό που θέλεις τότε πάω σπίτι terrence πήρε κλάμα και δυστυχισμένο,original
narcis στο σπίτι της άμαξας άρχισε να σκέφτεται βαθιά για τις επιλογές που είχε κάνει όταν έφτασε στο σπίτι.,Greek,narcis στο σπίτι της άμαξας άρχισε σκέφτεται βαθιά για τις επιλογές που είχε κάνει όταν έφτασε στο σπίτι,original
"έτρεξε να αγκαλιάσει τη μητέρα της που καθόταν στο σπίτι λυπημένη ούτε αδερφή της γλυκιάς μου κόρης, νόμιζα ότι δεν θα σε ξαναδώ.",Greek,έτρεξε αγκαλιάσει μητέρα της που καθόταν στο σπίτι λυπημένη ούτε αδερφή της γλυκιάς μου κόρης νόμιζα ότι δεν ξαναδώ,original
ω μαμά σ 'αγαπώ τόσο πολύ και είσαι σωστή εμφάνιση και ο πλούτος δεν είναι όλα όσα το χρυσό ψωμί ήταν άχρηστο καθώς δεν μπορούσα να το φάω και ο άντρας.,Greek,μαμά αγαπώ τόσο πολύ και είσαι σωστή εμφάνιση και πλούτος δεν είναι όλα όσα χρυσό ψωμί ήταν άχρηστο καθώς δεν μπορούσα φάω και άντρας,original
"ήταν όμορφος, δεν με νοιάζει καθόλου, αλλά αγαπητή μου, συνειδητοποιείς ότι είναι ακριβώς ο τρόπος με τον οποίο φέρεσαι στους άλλους, ξέρω ότι λυπάμαι πολύ για τον τρόπο με τον οποίο ενήργησα η μαμά, όχι, είναι εντάξει από τότε που είδατε.",Greek,ήταν όμορφος δεν νοιάζει καθόλου αλλά αγαπητή μου συνειδητοποιείς ότι είναι ακριβώς τρόπος τον οποίο φέρεσαι στους άλλους ξέρω ότι λυπάμαι πολύ για τον τρόπο τον οποίο ενήργησα μαμά όχι είναι εντάξει από τότε που είδατε,original
"τι ήρθε το λάθος σου, ας σου δώσουμε κάτι ωραίο από εκείνη τη μέρα και μετά.",Greek,ήρθε λάθος σου σου δώσουμε κάτι ωραίο από εκείνη μέρα και μετά,original
"Η ναρκίσσα άλλαξε τους τρόπους της που αγωνίστηκε στην αρχή αλλά αργά και υπομονετικά άρχισε να γίνεται πολύ πιο όμορφη μια μέρα η Μέλι και ο Τέρρι ήρθε να συναντήσει ξανά τη Μαρία, γεια σας, λοιπόν, πείτε μας τη Μαρία.",Greek,ναρκίσσα άλλαξε τους τρόπους της που αγωνίστηκε στην αρχή αλλά αργά και υπομονετικά άρχισε γίνεται πολύ πιο όμορφη μια μέρα μέλι και τέρρι ήρθε συναντήσει ξανά μαρία γεια σας λοιπόν πείτε μας μαρία,original
"πως' Ο ναρκισσισμός, τώρα η Μαρία, τους είπε όλα όσα είχαν συμβεί και έχει αλλάξει τόσο πολύ από τότε.",Greek,πως ναρκισσισμός τώρα μαρία τους είπε όλα όσα είχαν συμβεί και έχει αλλάξει τόσο πολύ από τότε,original
"Μήπως υποθέτω ότι δεν θα ήθελε άλλο χρυσό ψωμί τώρα, έτσι ξέρεις.",Greek,μήπως υποθέτω ότι δεν ήθελε άλλο χρυσό ψωμί τώρα έτσι ξέρεις,original
"Terry, στην πραγματικότητα μοιάζεις λίγο με αυτόν τον άγγελο, αλλά αυτό που βλέπω πώς θα μπορούσες να είσαι εσύ και οι δύο είναι τόσο καλοί",Greek,terry στην πραγματικότητα μοιάζεις λίγο αυτόν τον άγγελο αλλά αυτό που βλέπω πώς μπορούσες είσαι εσύ και δύο είναι τόσο καλοί,original
 Nature (в переводе с англ.,Russian,nature переводе англ,original
— «Природа») — один из самых старых и авторитетных общенаучных журналов.,Russian,природа самых старых авторитетных общенаучных журналов,original
"Публикует исследования, посвящённые широкому кругу вопросов, в основном естественно-научной тематики.",Russian,публикует исследования посвящённые широкому кругу вопросов основном естественно научной тематики,original
"Первый номер журнала Nature был издан 4 ноября 1869 года английским физиком сэром Джозефом Норманом Локьером, который оставался редактором журнала до 1919 года.",Russian,первый номер журнала nature издан ноября 1869 года английским физиком сэром джозефом норманом локьером который оставался редактором журнала 1919 года,original
Nature редактируется в Великобритании издательством Nature Publishing Group и издаётся в Лондоне.,Russian,nature редактируется великобритании издательством nature publishing group издаётся лондоне,original
"У журнала есть также офисы в Нью-Йорке, Сан-Франциско, Вашингтоне, Токио, Париже, Мюнхене и Бейзингстоке.",Russian,журнала также офисы нью йорке сан франциско вашингтоне токио париже мюнхене бейзингстоке,original
"Журнал ориентирован на научных работников, однако в начале каждого издания публикуется краткое популярное изложение важнейших публикаций.",Russian,журнал ориентирован научных работников однако начале каждого издания публикуется краткое популярное изложение важнейших публикаций,original
В колонке редактора и разделе «Новости» (англ.,Russian,колонке редактора разделе новости англ,original
"News Articles) сообщается о событиях, интересных специалистам во всех областях.",Russian,news article сообщается событиях интересных специалистам областях,original
"Остальная часть журнала состоит из оригинальных исследований, предполагающих наличие у читателя специальных знаний в соответствующей области.",Russian,остальная часть журнала состоит оригинальных исследований предполагающих наличие читателя специальных знаний соответствующей области,original
"С 2005 года журнал публикует подкасты, где вкратце обсуждаются достижения науки и публикации за последнюю неделю — две.",Russian,2005 года журнал публикует подкасты вкратце обсуждаются достижения науки публикации последнюю неделю две,original
